time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.017132,-0.1053,-0.0528,0.2364,0.264
3.021780,-0.0175,-0.0485,0.2850,0.290
3.025810,0.0485,-0.0592,0.3051,0.315
3.030087,0.0806,-0.0922,0.2896,0.314
3.035192,0.0787,-0.1449,0.2361,0.288
3.039857,0.0526,-0.1860,0.1589,0.250
3.044976,0.0477,-0.2202,0.1035,0.248
3.049146,0.0738,-0.2282,0.0721,0.250
3.057744,0.1286,-0.2149,0.0433,0.254
3.059315,0.1857,-0.1898,0.0169,0.266
3.063280,0.2090,-0.1599,-0.0501,0.268
3.068018,0.1890,-0.1443,-0.1410,0.276
3.073761,0.1476,-0.1235,-0.2055,0.282
3.078335,0.1086,-0.1094,-0.2463,0.291
3.082016,0.0723,-0.1044,-0.2608,0.290
3.089874,0.0554,-0.1012,-0.2732,0.297
3.093552,0.0602,-0.1049,-0.2641,0.291
3.096946,0.0629,-0.0918,-0.2097,0.237
3.101332,0.0654,-0.0670,-0.1122,0.146
3.106593,0.0464,-0.0810,-0.0099,0.094
3.120646,-0.0133,-0.1265,0.0590,0.140
3.121012,-0.0944,-0.1818,0.0681,0.216
3.121227,-0.1564,-0.2349,0.0080,0.282
3.125088,-0.1657,-0.2473,-0.0617,0.304
3.129158,-0.1202,-0.2405,-0.1312,0.299
3.134228,-0.0604,-0.2120,-0.1625,0.274
3.138730,0.0140,-0.1715,-0.1603,0.235
3.143269,0.1006,-0.1382,-0.1486,0.226
3.148482,0.1612,-0.1217,-0.1010,0.226
3.152816,0.1930,-0.1270,-0.0487,0.236
3.157946,0.1915,-0.1661,-0.0131,0.254
3.162287,0.1397,-0.2247,0.0107,0.265
3.166936,0.0787,-0.2786,-0.0014,0.290
3.172987,0.0347,-0.3182,-0.0398,0.323
3.177451,0.0268,-0.3265,-0.0734,0.336
3.180987,0.0646,-0.3012,-0.0975,0.323
3.185668,0.1146,-0.2545,-0.0881,0.293
3.190759,0.1572,-0.2031,-0.0763,0.268
3.195087,0.1544,-0.1710,-0.0860,0.246
3.199808,0.1181,-0.1749,-0.0908,0.230
3.205067,0.0917,-0.1955,-0.0838,0.232
3.209537,0.0581,-0.2240,-0.0857,0.247
3.214399,0.0318,-0.2497,-0.0948,0.269
3.218786,0.0320,-0.2537,-0.1182,0.282
3.226031,0.0416,-0.2409,-0.1295,0.277
3.228182,0.0609,-0.2115,-0.1004,0.242
3.233208,0.0947,-0.1846,-0.0550,0.215
3.238437,0.1193,-0.1629,-0.0005,0.202
3.242619,0.1302,-0.1534,0.0677,0.212
3.247126,0.1320,-0.1489,0.1354,0.241
3.252522,0.1078,-0.1472,0.2003,0.271
3.257377,0.0600,-0.1626,0.2482,0.303
3.262445,0.0193,-0.1902,0.2768,0.336
3.268012,-0.0286,-0.2371,0.2936,0.378
3.271224,-0.0523,-0.2792,0.3151,0.424
3.281064,-0.0137,-0.3188,0.3198,0.452
3.282170,0.0298,-0.3533,0.2864,0.456
3.286107,0.0165,-0.3656,0.2175,0.426
3.296878,-0.0438,-0.3650,0.0800,0.376
3.298183,-0.1036,-0.3397,-0.0828,0.365
3.300120,-0.1038,-0.2824,-0.1996,0.361
3.304547,-0.0424,-0.2266,-0.2516,0.341
3.308773,0.0350,-0.1890,-0.2419,0.309
3.314094,0.0928,-0.1673,-0.1875,0.268
3.318701,0.1382,-0.1664,-0.1219,0.248
3.323351,0.1830,-0.1911,-0.0475,0.269
3.327784,0.1964,-0.2438,0.0381,0.315
3.333603,0.1835,-0.3031,0.1111,0.371
3.338040,0.1586,-0.3452,0.1551,0.410
3.342452,0.1504,-0.3754,0.1845,0.444
3.346461,0.1468,-0.3865,0.1995,0.459
3.351807,0.1431,-0.3763,0.2003,0.450
3.358413,0.1511,-0.3449,0.2011,0.427
3.360792,0.1563,-0.3115,0.1924,0.398
3.365823,0.1492,-0.2806,0.1482,0.351
3.370047,0.1299,-0.2476,0.0973,0.296
3.376412,0.1387,-0.2122,0.0611,0.261
3.379453,0.1589,-0.1673,0.0346,0.233
3.385455,0.1857,-0.1273,0.0178,0.226
3.391848,0.2074,-0.1111,0.0106,0.235
3.394374,0.2049,-0.0925,0.0082,0.225
3.399318,0.1998,-0.0597,0.0224,0.210
3.403112,0.1827,-0.0437,0.0294,0.190
3.408173,0.1511,-0.0349,0.0173,0.156
3.413248,0.1220,-0.0286,-0.0041,0.125
3.418049,0.1048,-0.0292,-0.0467,0.118
3.422999,0.0853,-0.0297,-0.1151,0.146
3.426947,0.0659,-0.0228,-0.2020,0.214
3.431716,0.0515,-0.0108,-0.2859,0.291
3.436241,0.0254,0.0088,-0.3503,0.351
3.440943,-0.0123,0.0335,-0.4095,0.411
3.449985,-0.0353,0.0468,-0.4898,0.493
3.450919,-0.0389,0.0608,-0.5768,0.581
3.455759,-0.0256,0.0872,-0.6181,0.625
3.460008,0.0094,0.1308,-0.6428,0.656
3.464534,0.0304,0.1769,-0.6579,0.682
3.468984,0.0400,0.2137,-0.6612,0.696
3.473943,0.0479,0.2364,-0.6623,0.705
3.478613,0.0471,0.2591,-0.6351,0.688
3.482920,0.0401,0.2771,-0.5797,0.644
3.494254,0.0246,0.2878,-0.5249,0.599
3.496112,-0.0042,0.3103,-0.4753,0.568
3.499686,-0.0414,0.3252,-0.4214,0.534
3.502816,-0.0751,0.3446,-0.3679,0.510
3.509833,-0.1149,0.3707,-0.3173,0.501
3.512767,-0.1536,0.4011,-0.2528,0.498
3.516142,-0.1675,0.4359,-0.1699,0.497
3.520821,-0.1666,0.4631,-0.1066,0.504
3.526465,-0.1489,0.4922,-0.0462,0.516
3.530800,-0.1195,0.5209,0.0066,0.534
3.535005,-0.0954,0.5372,0.0616,0.549
3.539521,-0.0770,0.5577,0.1091,0.574
3.545157,-0.0358,0.5730,0.1422,0.591
3.549806,-0.0080,0.5852,0.1729,0.610
3.553974,-0.0052,0.5876,0.1798,0.614
3.558865,0.0157,0.5729,0.1654,0.597
3.565154,0.0472,0.5678,0.1300,0.584
3.567791,0.0944,0.5723,0.0878,0.587
3.574916,0.1571,0.5814,0.0555,0.605
3.579506,0.2281,0.5999,0.0401,0.643
3.582325,0.3004,0.6349,0.0298,0.703
3.586793,0.3478,0.6765,0.0409,0.762
3.594372,0.3732,0.7081,0.0592,0.803
3.596951,0.3913,0.7345,0.0821,0.836
3.601367,0.4094,0.7651,0.1120,0.875
3.605771,0.4230,0.7998,0.1489,0.917
3.611728,0.4273,0.8169,0.2093,0.945
3.627562,0.4204,0.8236,0.2765,0.965
3.627959,0.3833,0.8294,0.3457,0.977
3.628212,0.3185,0.8200,0.4026,0.967
3.630111,0.2357,0.7978,0.4497,0.946
3.633527,0.1537,0.7724,0.4563,0.910
3.639146,0.1080,0.7487,0.4441,0.877
3.643297,0.1051,0.7433,0.4227,0.862
3.647431,0.1300,0.7372,0.3567,0.829
3.653526,0.1705,0.7234,0.2510,0.784
3.657941,0.2288,0.7141,0.1275,0.761
3.661920,0.2980,0.6834,0.0121,0.746
3.666549,0.3452,0.6440,-0.1024,0.738
3.672187,0.3993,0.6150,-0.2209,0.766
3.676001,0.4463,0.5896,-0.3387,0.813
3.680973,0.4649,0.5540,-0.4392,0.846
3.685460,0.4748,0.5083,-0.4896,0.851
3.690412,0.4761,0.4530,-0.4760,0.811
3.695084,0.4737,0.4000,-0.4084,0.742
3.699821,0.4698,0.3538,-0.3039,0.662
3.704233,0.4616,0.3236,-0.1603,0.586
3.709057,0.4584,0.2995,0.0294,0.548
3.714121,0.4814,0.2715,0.2482,0.606
3.718795,0.5396,0.2463,0.4889,0.769
3.724236,0.6278,0.2329,0.7372,0.996
3.728914,0.7102,0.2047,0.9623,1.213
3.734107,0.7818,0.1471,1.1550,1.402
3.739458,0.8332,0.0910,1.2990,1.546
3.745225,0.8717,0.0504,1.4067,1.656
3.748695,0.9020,0.0061,1.4664,1.722
3.752652,0.9310,-0.0181,1.4715,1.741
3.758031,0.9493,-0.0202,1.4463,1.730
3.761563,0.9407,-0.0050,1.4051,1.691
3.766433,0.9223,0.0204,1.3456,1.631
3.770592,0.8970,0.0301,1.2442,1.534
3.775954,0.8583,0.0386,1.1343,1.423
3.780424,0.8135,0.0438,1.0065,1.295
3.784904,0.7890,0.0555,0.8845,1.187
3.796726,0.7703,0.0665,0.7802,1.098
3.798254,0.7336,0.0697,0.6864,1.007
3.798764,0.6838,0.0796,0.6194,0.926
3.803789,0.6184,0.0841,0.5673,0.843
3.812163,0.5422,0.0788,0.5228,0.757
3.813197,0.4623,0.0637,0.4953,0.680
3.817901,0.3807,0.0462,0.4752,0.611
3.823886,0.2922,0.0357,0.4577,0.544
3.827064,0.1990,0.0272,0.4596,0.502
3.832298,0.1177,0.0230,0.4901,0.505
3.836486,0.0506,0.0089,0.5063,0.509
3.841402,-0.0070,-0.0270,0.5012,0.502
3.847171,-0.0595,-0.0795,0.4702,0.481
3.851201,-0.1116,-0.1273,0.4323,0.464
3.856206,-0.1463,-0.1583,0.4091,0.462
3.860148,-0.1758,-0.1702,0.3861,0.457
3.865395,-0.2356,-0.1777,0.3681,0.472
3.869595,-0.3185,-0.1828,0.3384,0.499
3.874710,-0.4149,-0.1789,0.2948,0.539
3.879598,-0.5173,-0.1895,0.2421,0.602
3.884240,-0.6182,-0.2066,0.1985,0.681
3.892540,-0.6898,-0.2120,0.1741,0.742
3.893966,-0.7322,-0.2200,0.1569,0.780
3.902368,-0.7694,-0.2237,0.1327,0.812
3.907635,-0.8013,-0.2303,0.1085,0.841
3.908895,-0.8256,-0.2325,0.0774,0.861
3.911995,-0.8473,-0.2423,0.0463,0.882
3.918135,-0.8689,-0.2788,-0.0156,0.913
3.924420,-0.8978,-0.3252,-0.1037,0.960
3.926302,-0.9243,-0.3741,-0.1796,1.013
3.931231,-0.9412,-0.4255,-0.2458,1.062
3.935526,-0.9604,-0.4817,-0.3023,1.116
3.941850,-0.9698,-0.5450,-0.3372,1.162
3.944672,-0.9523,-0.5938,-0.3602,1.179
3.949199,-0.8962,-0.6400,-0.3831,1.166
3.954875,-0.8207,-0.6934,-0.4109,1.150
3.959721,-0.7593,-0.7395,-0.4505,1.152
3.963708,-0.7432,-0.7712,-0.4877,1.177
3.968102,-0.7415,-0.8074,-0.5321,1.219
3.974300,-0.7281,-0.8459,-0.5692,1.253
3.979255,-0.7103,-0.8794,-0.5943,1.277
3.982812,-0.6954,-0.8767,-0.6027,1.271
3.986950,-0.6715,-0.8761,-0.5990,1.256
3.993710,-0.6335,-0.8898,-0.6170,1.254
3.998167,-0.6080,-0.8960,-0.6492,1.262
4.001897,-0.6041,-0.9066,-0.6815,1.285
4.006129,-0.6194,-0.9097,-0.7018,1.305
4.010934,-0.6634,-0.9001,-0.7032,1.321
4.015618,-0.7287,-0.8901,-0.6832,1.338
4.019924,-0.8177,-0.8675,-0.6634,1.364
4.025658,-0.9135,-0.8394,-0.6414,1.397
4.029845,-1.0092,-0.8083,-0.6220,1.435
4.035019,-1.0858,-0.7838,-0.6028,1.469
4.040148,-1.1097,-0.7610,-0.5790,1.465
4.044251,-1.0953,-0.7332,-0.5290,1.420
4.048664,-1.0497,-0.6954,-0.4505,1.337
4.054056,-0.9728,-0.6768,-0.3841,1.246
4.058812,-0.9219,-0.6868,-0.3346,1.197
4.063620,-0.9234,-0.7087,-0.2923,1.200
4.067486,-0.9412,-0.7520,-0.2764,1.236
4.073669,-0.9563,-0.8068,-0.2941,1.285
4.077735,-0.9521,-0.8444,-0.3167,1.311
4.081595,-0.9336,-0.8576,-0.3442,1.314
4.086121,-0.8960,-0.8485,-0.3623,1.286
4.092399,-0.8421,-0.8170,-0.3710,1.231
4.097188,-0.7957,-0.7705,-0.3655,1.166
4.101552,-0.7449,-0.7277,-0.3532,1.100
4.106614,-0.6972,-0.6984,-0.3626,1.051
4.113162,-0.6405,-0.6823,-0.3699,1.006
4.117100,-0.5916,-0.6676,-0.3559,0.960
4.121613,-0.5623,-0.6567,-0.3160,0.920
4.152309,-0.5500,-0.6544,-0.2667,0.895
4.153503,-0.5498,-0.6299,-0.1986,0.859
4.153994,-0.5544,-0.6143,-0.1260,0.837
4.154301,-0.5802,-0.6150,-0.0464,0.847
4.154565,-0.6293,-0.6129,0.0353,0.879
4.154849,-0.6585,-0.6057,0.0977,0.900
4.155132,-0.6513,-0.6081,0.1408,0.902
4.157250,-0.6197,-0.6105,0.1743,0.887
4.161334,-0.5736,-0.6034,0.2078,0.858
4.165749,-0.5395,-0.5986,0.2365,0.840
4.170305,-0.5054,-0.5845,0.2460,0.811
4.175463,-0.4599,-0.5754,0.2294,0.771
4.180292,-0.4199,-0.5831,0.1721,0.739
4.184805,-0.3620,-0.5931,0.0983,0.702
4.190744,-0.2909,-0.5937,0.0438,0.663
4.194563,-0.2355,-0.5848,-0.0106,0.631
4.199097,-0.1864,-0.5688,-0.0791,0.604
4.204138,-0.1649,-0.5625,-0.1332,0.601
4.208546,-0.1807,-0.5539,-0.1918,0.613
4.213222,-0.1951,-0.5527,-0.2598,0.641
4.218895,-0.2008,-0.5588,-0.2966,0.664
4.222853,-0.2001,-0.5507,-0.3189,0.667
4.227317,-0.1833,-0.5262,-0.3410,0.653
4.232842,-0.1599,-0.4899,-0.3750,0.637
4.237233,-0.1549,-0.4461,-0.4083,0.624
4.242325,-0.1617,-0.3958,-0.4507,0.621
4.246702,-0.1846,-0.3438,-0.4880,0.625
4.251474,-0.2137,-0.3019,-0.5131,0.633
4.256320,-0.2558,-0.2582,-0.5356,0.647
4.261266,-0.3177,-0.2151,-0.5390,0.662
4.266506,-0.3850,-0.1701,-0.5589,0.700
4.270624,-0.4456,-0.1211,-0.5882,0.748
4.277998,-0.4926,-0.0869,-0.6077,0.787
4.280034,-0.5308,-0.0675,-0.6318,0.828
4.285899,-0.5652,-0.0532,-0.6534,0.866
4.291900,-0.5839,-0.0440,-0.6534,0.877
4.294733,-0.5822,-0.0492,-0.6320,0.861
4.299372,-0.5749,-0.0568,-0.6132,0.843
4.303314,-0.5719,-0.0573,-0.5828,0.818
4.309104,-0.5756,-0.0483,-0.5430,0.793
4.312644,-0.5648,-0.0348,-0.5036,0.758
4.318012,-0.5565,-0.0216,-0.4478,0.715
4.323394,-0.5388,-0.0133,-0.3972,0.670
4.326214,-0.5145,-0.0148,-0.3493,0.622
4.331107,-0.5004,-0.0235,-0.3160,0.592
4.335612,-0.4943,-0.0275,-0.3043,0.581
4.340563,-0.5081,-0.0411,-0.2973,0.590
4.345779,-0.5276,-0.0498,-0.2999,0.609
4.349839,-0.5408,-0.0513,-0.3238,0.632
4.359811,-0.5408,-0.0622,-0.3545,0.650
4.361396,-0.5131,-0.0488,-0.3709,0.635
4.365132,-0.4601,-0.0138,-0.3682,0.589
4.368873,-0.4246,0.0238,-0.3586,0.556
4.375366,-0.3825,0.0687,-0.3562,0.527
4.379148,-0.3409,0.1066,-0.3469,0.498
4.383479,-0.3377,0.1376,-0.3449,0.502
4.387821,-0.3534,0.1616,-0.3454,0.520
4.393348,-0.3736,0.1811,-0.3294,0.530
4.398662,-0.3913,0.2032,-0.3041,0.536
4.402366,-0.4280,0.2205,-0.2791,0.557
4.408688,-0.4955,0.2212,-0.2615,0.602
4.413836,-0.5579,0.2124,-0.2582,0.650
4.416128,-0.5915,0.2036,-0.2455,0.672
4.420790,-0.5965,0.2044,-0.2138,0.666
4.425692,-0.5779,0.2264,-0.1776,0.646
4.430722,-0.5385,0.2503,-0.1393,0.610
4.435130,-0.4832,0.2712,-0.0988,0.563
4.442008,-0.4241,0.2892,-0.0727,0.518
4.446648,-0.3731,0.3043,-0.0658,0.486
4.448815,-0.3538,0.2950,-0.0730,0.466
4.457369,-0.3399,0.2642,-0.1038,0.443
4.458613,-0.2886,0.2406,-0.1557,0.407
4.463114,-0.1907,0.2218,-0.2142,0.363
4.467603,-0.0749,0.2270,-0.2438,0.341
4.472767,0.0160,0.2439,-0.2398,0.342
4.477840,0.0991,0.2725,-0.2216,0.365
4.482250,0.1719,0.2963,-0.1917,0.393
4.487991,0.2156,0.3220,-0.1716,0.424
4.494297,0.2091,0.3354,-0.1586,0.426
4.497199,0.1696,0.3317,-0.1361,0.397
4.503770,0.1427,0.3300,-0.1138,0.377
4.513380,0.1451,0.3088,-0.0749,0.349
4.515063,0.1599,0.2849,-0.0291,0.328
4.515891,0.1727,0.2653,-0.0048,0.317
4.520946,0.1763,0.2475,-0.0044,0.304
4.527720,0.1897,0.2411,-0.0085,0.307
4.528856,0.2154,0.2367,0.0278,0.321
4.534372,0.2509,0.2436,0.0807,0.359
4.541837,0.2608,0.2665,0.1260,0.394
4.544959,0.2404,0.2839,0.1569,0.404
4.548542,0.2159,0.2746,0.1639,0.386
4.553814,0.1728,0.2577,0.1662,0.352
4.558972,0.1585,0.2594,0.1686,0.348
4.563026,0.1633,0.2558,0.1831,0.354
4.566925,0.1750,0.2373,0.2190,0.367
4.574535,0.1770,0.2184,0.2524,0.378
4.576576,0.1480,0.1920,0.2761,0.367
4.581370,0.1144,0.1604,0.2928,0.353
4.585266,0.0787,0.1262,0.2928,0.328
4.591827,0.0384,0.0871,0.2787,0.294
4.595255,0.0149,0.0623,0.2600,0.268
4.600552,0.0011,0.0518,0.2369,0.242
4.604644,-0.0199,0.0462,0.2163,0.222
4.621854,-0.0362,0.0336,0.1863,0.193
4.625655,-0.0692,0.0357,0.1423,0.162
4.626304,-0.1164,0.0527,0.1009,0.163
4.626730,-0.1494,0.0702,0.0881,0.187
4.627661,-0.1777,0.0954,0.0990,0.225
4.633170,-0.2134,0.1139,0.1121,0.267
4.639548,-0.2680,0.1305,0.1319,0.326
4.642308,-0.3319,0.1264,0.1633,0.391
4.646345,-0.4026,0.1041,0.1633,0.447
4.651318,-0.4586,0.0756,0.1442,0.487
4.656048,-0.5069,0.0694,0.1440,0.532
4.661116,-0.5619,0.0781,0.1554,0.588
4.665253,-0.5949,0.0729,0.2047,0.633
4.669808,-0.6083,0.0680,0.2748,0.671
4.675041,-0.6069,0.0558,0.3753,0.716
4.679857,-0.6001,0.0340,0.4940,0.778
4.684207,-0.5811,0.0095,0.5856,0.825
4.691144,-0.5477,-0.0394,0.6388,0.842
4.694462,-0.5214,-0.0862,0.6537,0.841
4.698469,-0.5213,-0.1333,0.6283,0.827
4.702878,-0.5496,-0.1779,0.5510,0.798
4.708071,-0.5874,-0.1960,0.4150,0.745
4.712801,-0.5993,-0.1899,0.2587,0.680
4.717611,-0.5595,-0.1643,0.1320,0.598
4.722660,-0.4779,-0.1214,0.0513,0.496
4.726895,-0.3789,-0.0757,0.0161,0.387
4.732953,-0.2766,-0.0367,0.0143,0.279
4.736302,-0.1881,-0.0138,0.0122,0.189
4.741579,-0.1325,-0.0072,0.0053,0.133
4.745754,-0.1121,-0.0189,0.0055,0.114
4.751156,-0.0983,-0.0469,0.0056,0.109
4.756526,-0.0836,-0.0860,-0.0087,0.120
4.759925,-0.0679,-0.1339,-0.0371,0.155
4.764900,-0.0391,-0.1622,-0.0653,0.179
4.770547,0.0340,-0.1708,-0.0862,0.194
4.775728,0.1325,-0.1649,-0.1166,0.242
4.779974,0.2328,-0.1445,-0.1514,0.313
4.784111,0.3325,-0.1146,-0.1766,0.394
4.792156,0.4250,-0.0965,-0.1921,0.476
4.796750,0.5104,-0.1116,-0.2123,0.564
4.799449,0.5772,-0.1237,-0.2372,0.636
4.802553,0.5880,-0.1212,-0.2526,0.651
4.810981,0.5338,-0.1252,-0.2658,0.609
4.812111,0.4418,-0.1309,-0.2506,0.524
4.816977,0.3314,-0.1336,-0.1954,0.407
4.828351,0.2219,-0.1523,-0.1267,0.297
4.829151,0.1180,-0.1632,-0.0446,0.206
4.831147,0.0244,-0.1452,0.0437,0.154
4.835053,-0.0593,-0.1343,0.1312,0.197
4.839996,-0.1428,-0.1288,0.2489,0.315
4.845424,-0.2172,-0.1194,0.3729,0.448
4.849440,-0.2732,-0.1279,0.4701,0.559
4.854930,-0.3374,-0.1616,0.5265,0.646
4.860129,-0.4006,-0.2231,0.5331,0.703
4.863971,-0.4605,-0.2953,0.4809,0.728
4.868403,-0.5315,-0.3758,0.3773,0.752
4.874626,-0.6086,-0.4712,0.2631,0.813
4.878712,-0.6749,-0.5598,0.1549,0.890
4.882761,-0.7139,-0.6199,0.0739,0.948
4.887467,-0.7354,-0.6490,0.0056,0.981
4.892596,-0.7279,-0.6565,-0.0811,0.984
4.897549,-0.6824,-0.6399,-0.1553,0.948
4.902645,-0.6115,-0.6016,-0.2028,0.882
4.908973,-0.5374,-0.5798,-0.2571,0.831
4.911798,-0.4604,-0.5767,-0.3134,0.802
4.916743,-0.3829,-0.5922,-0.3361,0.781
4.921475,-0.2931,-0.6166,-0.3231,0.755
4.925342,-0.2192,-0.6500,-0.2817,0.742
4.929526,-0.1730,-0.6878,-0.2336,0.747
4.934852,-0.1378,-0.7231,-0.2119,0.766
4.940130,-0.0945,-0.7464,-0.2022,0.779
4.944146,-0.0388,-0.7535,-0.2043,0.782
4.948897,0.0219,-0.7469,-0.2204,0.779
4.953799,0.0732,-0.7199,-0.2574,0.768
4.958804,0.1104,-0.6846,-0.3295,0.768
4.963174,0.1360,-0.6410,-0.4316,0.785
4.967444,0.1385,-0.5819,-0.5421,0.807
4.973638,0.1256,-0.5145,-0.6395,0.830
4.978787,0.1097,-0.4481,-0.7432,0.875
4.981829,0.0886,-0.3915,-0.8650,0.954
4.986605,0.0863,-0.3540,-0.9978,1.062
4.992584,0.0954,-0.3138,-1.1415,1.188
4.996526,0.1254,-0.2563,-1.2796,1.311
5.001976,0.1953,-0.2099,-1.3907,1.420
5.014917,0.2931,-0.1767,-1.4680,1.507
5.016785,0.4116,-0.1589,-1.5071,1.570
5.017636,0.5460,-0.1422,-1.5249,1.626
5.019824,0.6728,-0.1242,-1.4955,1.645
5.036770,0.7732,-0.1265,-1.4003,1.605
5.038662,0.8574,-0.1254,-1.2562,1.526
5.039318,0.9161,-0.1286,-1.0874,1.428
5.039894,0.9401,-0.1409,-0.9154,1.320
5.042875,0.9368,-0.1626,-0.7330,1.201
5.047107,0.9162,-0.1916,-0.5355,1.078
5.052846,0.8879,-0.2280,-0.3490,0.981
5.058132,0.8473,-0.2647,-0.2042,0.911
5.062075,0.7920,-0.2852,-0.0866,0.846
5.066630,0.7223,-0.3112,0.0183,0.787
5.071108,0.6337,-0.3377,0.1225,0.728
5.076385,0.5574,-0.3599,0.2094,0.696
5.081575,0.5101,-0.3944,0.3004,0.711
5.084681,0.4632,-0.4195,0.4168,0.751
5.092058,0.3975,-0.4399,0.5323,0.797
5.095531,0.3151,-0.4533,0.6469,0.850
5.099627,0.2181,-0.4738,0.7512,0.914
5.105192,0.1249,-0.4988,0.8355,0.981
5.109089,0.0520,-0.5201,0.8995,1.040
5.114353,-0.0145,-0.5388,0.9180,1.065
5.119930,-0.0846,-0.5498,0.8909,1.050
5.127118,-0.1376,-0.5555,0.8327,1.010
5.128186,-0.1739,-0.5628,0.7697,0.969
5.132808,-0.1865,-0.5598,0.7065,0.920
5.137313,-0.1803,-0.5582,0.6216,0.855
5.144009,-0.1623,-0.5600,0.5246,0.784
5.145834,-0.1371,-0.5723,0.4272,0.727
5.151037,-0.1161,-0.5902,0.3582,0.700
5.156308,-0.0869,-0.6135,0.3414,0.707
5.160593,-0.0275,-0.6350,0.3721,0.737
5.164683,0.0761,-0.6269,0.4422,0.771
5.170610,0.1900,-0.6013,0.5613,0.844
5.174379,0.2787,-0.5636,0.6960,0.938
5.179203,0.3396,-0.5262,0.8130,1.026
5.183491,0.3754,-0.4944,0.8983,1.092
5.188269,0.3910,-0.4744,0.9543,1.135
5.194421,0.3740,-0.4701,0.9843,1.153
5.198137,0.3313,-0.4744,0.9765,1.135
5.203301,0.2795,-0.4804,0.9045,1.062
5.207613,0.2112,-0.4927,0.7853,0.951
5.212451,0.1457,-0.4828,0.6451,0.819
5.217414,0.1143,-0.4454,0.4792,0.664
5.223047,0.1221,-0.4092,0.2827,0.512
5.226435,0.1600,-0.3691,0.0771,0.410
5.231951,0.2142,-0.3270,-0.1399,0.415
5.235631,0.2564,-0.2733,-0.3495,0.512
5.241690,0.2752,-0.2122,-0.5278,0.632
5.245540,0.3071,-0.1820,-0.6748,0.763
5.250008,0.3522,-0.1681,-0.7811,0.873
5.254950,0.3774,-0.1585,-0.8683,0.960
5.261948,0.3706,-0.1508,-0.9435,1.025
5.263942,0.3414,-0.1596,-0.9782,1.048
5.268306,0.3043,-0.1945,-0.9770,1.042
5.273664,0.2619,-0.2485,-0.9471,1.014
5.278537,0.2355,-0.3192,-0.8958,0.980
5.283172,0.2251,-0.3852,-0.8636,0.972
5.287427,0.2184,-0.4253,-0.8434,0.969
5.294042,0.2247,-0.4394,-0.8399,0.974
5.297607,0.2269,-0.4298,-0.8626,0.990
