time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.622836,0.5312,0.4199,0.0510,0.679
0.623109,0.5882,0.3705,0.0699,0.699
0.628297,0.6603,0.3249,0.0444,0.737
0.633939,0.7026,0.3072,0.0172,0.767
0.637922,0.6892,0.3032,-0.0119,0.753
0.642635,0.6323,0.2704,-0.0360,0.689
0.648092,0.5321,0.2020,-0.0599,0.572
0.653074,0.4146,0.1056,-0.0979,0.439
0.657999,0.2936,-0.0090,-0.1639,0.336
0.664226,0.1518,-0.1721,-0.2438,0.335
0.667562,0.0367,-0.2958,-0.2990,0.422
0.672585,-0.0423,-0.3967,-0.3325,0.519
0.677543,-0.1165,-0.5130,-0.3634,0.639
0.682482,-0.1890,-0.5826,-0.3703,0.716
0.687292,-0.2501,-0.6223,-0.3800,0.771
0.692018,-0.2758,-0.6610,-0.2783,0.768
0.708924,-0.3395,-0.6819,-0.1162,0.771
0.709521,-0.4142,-0.7256,0.0534,0.837
0.715414,-0.4836,-0.7636,0.1737,0.920
0.715742,-0.5616,-0.8484,0.2808,1.055
0.728620,-0.6027,-0.9530,0.3934,1.194
0.729307,-0.6569,-1.0681,0.5023,1.351
0.729591,-0.7458,-1.2480,0.6263,1.583
0.731732,-0.8839,-1.3852,0.7012,1.787
0.736489,-1.0307,-1.4598,0.7303,1.930
0.741505,-1.1734,-1.4954,0.6946,2.024
0.746598,-1.3312,-1.4822,0.6297,2.089
0.751737,-1.4542,-1.5090,0.5168,2.158
0.756599,-1.5695,-1.5422,0.3943,2.235
0.762177,-1.6278,-1.5581,0.2815,2.271
0.766121,-1.6727,-1.5065,0.1428,2.256
0.771278,-1.6680,-1.4255,0.0902,2.196
0.775984,-1.6567,-1.4397,0.1190,2.198
0.786882,-1.6436,-1.4537,0.1767,2.201
0.787831,-1.5973,-1.4150,0.1966,2.143
0.790661,-1.6104,-1.4626,0.3531,2.204
0.812528,-1.5851,-1.4749,0.4554,2.213
0.813986,-1.5212,-1.4044,0.4916,2.128
0.814299,-1.4350,-1.3012,0.5813,2.022
0.814686,-1.4478,-1.2683,0.7648,2.071
0.815537,-1.2795,-1.2315,0.8773,1.981
0.820335,-1.0817,-1.1049,0.8903,1.784
0.826429,-0.7945,-0.8315,0.6918,1.342
0.830416,-0.4867,-0.5406,0.5809,0.931
0.835181,-0.2248,-0.3329,0.5480,0.679
0.840238,0.0013,-0.1723,0.5402,0.567
0.851030,0.1804,-0.0773,0.5235,0.559
0.852303,0.3630,-0.0118,0.5215,0.636
0.855181,0.4650,0.0557,0.4910,0.679
0.860241,0.5032,0.1160,0.4844,0.708
0.864902,0.4274,0.1069,0.4418,0.624
0.870205,0.3718,0.1003,0.4590,0.599
0.875221,0.2884,0.1153,0.4208,0.523
0.891198,0.2294,0.1617,0.3442,0.444
0.892459,0.1823,0.1940,0.2269,0.350
0.892976,0.1136,0.2121,0.1384,0.278
0.895928,-0.0271,0.2427,0.1882,0.308
0.926420,-0.0461,0.1494,0.1756,0.235
0.927205,-0.0681,0.0374,0.1939,0.209
0.927488,-0.1468,0.0238,0.2574,0.297
0.927893,-0.3662,0.0630,0.4666,0.596
0.928128,-0.4878,0.0017,0.4580,0.669
0.928352,-0.5675,-0.1169,0.4378,0.726
0.928747,-0.5288,-0.2618,0.3535,0.688
0.934033,-0.4604,-0.3157,0.2889,0.629
0.939935,-0.4101,-0.3028,0.2702,0.577
0.943559,-0.3796,-0.3162,0.2686,0.562
0.949170,-0.3089,-0.2746,0.2599,0.488
0.954842,-0.2647,-0.2495,0.2176,0.424
0.959169,-0.3131,-0.4869,0.3588,0.681
0.964023,-0.2195,-0.4461,0.3248,0.594
0.968725,-0.1717,-0.3666,0.2116,0.457
0.973487,-0.1241,-0.2747,0.0071,0.301
0.980186,0.0134,-0.1245,-0.1307,0.181
0.983361,-0.1938,0.0096,-0.1927,0.273
0.988073,-0.2286,0.0055,-0.2765,0.359
0.994399,-0.0334,-0.0074,-0.3443,0.346
1.002352,0.0186,-0.0485,-0.3528,0.357
1.003080,0.0448,-0.0987,-0.3689,0.384
1.008083,0.1268,-0.1294,-0.3688,0.411
1.025322,0.0879,-0.1502,-0.3332,0.376
1.026054,0.0410,-0.1566,-0.2551,0.302
1.026310,0.0385,-0.1821,-0.2179,0.287
1.028547,0.0400,-0.1406,-0.3032,0.337
1.032703,0.0386,-0.0533,-0.3916,0.397
1.037687,0.0155,-0.0083,-0.5003,0.501
1.043522,0.0063,-0.0198,-0.5626,0.563
1.048195,-0.0014,-0.0273,-0.6863,0.687
1.052599,0.0063,-0.0355,-0.8429,0.844
1.057282,0.0002,-0.0419,-0.9511,0.952
1.063553,0.0198,-0.0191,-1.0383,1.039
1.068306,0.2439,0.1471,-1.2572,1.289
1.073154,0.2506,0.0333,-1.1698,1.197
1.077429,0.2529,-0.0181,-1.1184,1.147
1.083557,0.2189,-0.0195,-1.0237,1.047
1.087057,0.1291,-0.0214,-0.8420,0.852
1.091764,0.0428,-0.0007,-0.7162,0.718
1.104290,-0.0549,-0.0036,-0.5235,0.526
1.105608,-0.1307,-0.0115,-0.3135,0.340
1.106608,-0.2372,-0.0536,-0.1144,0.269
1.112402,-0.2976,-0.1183,0.1075,0.338
1.130475,-0.3016,-0.1219,0.2300,0.398
1.131213,-0.3172,-0.1910,0.2582,0.451
1.131531,-0.2993,-0.1874,0.2190,0.415
1.131816,-0.2955,-0.1492,0.1982,0.386
1.136933,-0.2790,-0.1838,0.2244,0.402
1.142386,-0.2902,-0.2335,0.2085,0.427
1.146241,-0.2948,-0.2886,0.1767,0.449
1.151232,-0.3005,-0.2627,0.1528,0.427
1.157603,-0.2930,-0.2323,-0.0116,0.374
1.161676,-0.2452,-0.2164,-0.0703,0.335
1.166919,-0.1945,-0.1908,-0.0288,0.274
1.171607,-0.1599,-0.1626,-0.0141,0.228
1.177134,-0.1100,-0.1412,0.0025,0.179
1.186138,-0.0878,-0.0979,0.0113,0.132
1.186749,-0.0551,-0.1044,-0.0212,0.120
1.190702,-0.0384,-0.0793,-0.0639,0.109
1.205767,-0.0444,-0.0587,-0.0162,0.075
1.206275,-0.0578,-0.1125,0.1219,0.176
1.206444,-0.0377,-0.1380,0.2526,0.290
1.210794,-0.0060,-0.0948,0.3091,0.323
1.216176,0.0416,-0.0623,0.4018,0.409
1.220226,0.0686,-0.0739,0.4450,0.456
1.224839,0.0357,-0.1179,0.4463,0.463
1.231661,-0.0411,-0.2181,0.4538,0.505
1.235012,-0.1567,-0.2643,0.4744,0.565
1.239799,-0.2737,-0.3141,0.5563,0.695
1.244704,-0.2799,-0.2547,0.3811,0.537
1.249979,-0.2464,-0.1485,0.2550,0.384
1.255898,-0.1057,-0.0929,0.2227,0.263
1.260869,0.0450,-0.0161,0.1713,0.178
1.265504,0.1416,0.0534,0.1844,0.239
1.270639,0.3163,0.0918,0.1514,0.363
1.275367,0.3519,0.0801,0.1466,0.389
1.282006,0.4184,0.0808,0.1765,0.461
1.284711,0.6817,0.0289,0.0740,0.686
1.290161,0.6891,0.0491,0.1022,0.698
1.295236,0.4976,0.1844,0.1152,0.543
1.304388,0.3625,0.2026,0.0606,0.420
1.306263,0.2741,0.1509,0.0056,0.313
1.309065,0.2150,0.1215,-0.0853,0.261
1.331944,0.1729,0.0836,-0.1783,0.262
1.332989,0.1236,0.0300,-0.1996,0.237
1.333271,0.0600,-0.0394,-0.2259,0.237
1.334496,0.0627,-0.0696,-0.2214,0.240
1.334727,0.0839,-0.0848,-0.2505,0.277
1.338728,0.1255,-0.1227,-0.3536,0.395
1.343285,0.1636,-0.1311,-0.4039,0.455
1.348899,0.1225,-0.0842,-0.3997,0.426
1.353617,0.1308,-0.0392,-0.4151,0.437
1.358292,0.1263,-0.0056,-0.4499,0.467
1.364339,0.1617,0.0331,-0.4777,0.505
1.368391,0.1964,0.0722,-0.4394,0.487
1.373302,0.2592,0.0855,-0.4445,0.522
1.378266,0.3006,0.2031,-0.2860,0.462
1.383168,0.2996,0.2440,-0.1337,0.409
1.387772,0.2875,0.3064,-0.0119,0.420
1.392940,0.2713,0.2881,-0.0176,0.396
1.402305,0.2418,0.3078,0.1050,0.405
1.403077,0.2517,0.3169,0.3529,0.537
1.414947,0.2440,0.3280,0.5417,0.679
1.415397,0.2806,0.3171,0.5250,0.674
1.421583,0.3042,0.3177,0.5867,0.733
1.422627,0.4381,0.2464,0.5486,0.744
1.427424,0.5009,0.2245,0.5636,0.787
1.432505,0.5959,0.2232,0.5320,0.829
1.438484,0.5980,0.2924,0.1974,0.694
1.442149,0.5779,0.2936,0.3907,0.757
1.448144,0.4837,0.1546,0.4563,0.683
1.452527,0.4296,-0.0072,0.3527,0.556
1.457208,0.3416,-0.0071,0.3241,0.471
1.461885,0.2531,0.0185,0.4291,0.498
1.467243,0.1850,-0.0137,0.3886,0.431
1.472669,0.1700,0.0035,0.3303,0.371
1.478228,0.1248,0.0058,0.3227,0.346
1.487955,-0.0019,-0.0307,0.4034,0.405
1.488574,-0.1859,-0.1012,0.5792,0.617
1.495403,-0.3586,-0.2031,0.5670,0.701
1.514151,-0.4798,-0.2481,0.4750,0.719
1.515826,-0.5456,-0.2670,0.4437,0.752
1.516202,-0.6021,-0.2552,0.3346,0.735
1.516588,-0.5809,-0.2269,0.1937,0.653
1.516972,-0.5592,-0.1772,0.0851,0.593
1.521124,-0.5067,-0.1301,-0.0343,0.524
1.526329,-0.4263,-0.1185,-0.1479,0.466
1.531936,-0.3586,-0.0924,-0.2888,0.470
1.536291,-0.3055,-0.0663,-0.3191,0.447
1.541118,-0.2906,-0.0642,-0.3201,0.437
1.546208,-0.2204,-0.0836,-0.3351,0.410
1.551168,-0.1568,-0.0744,-0.3330,0.376
1.556242,-0.1161,-0.0842,-0.3261,0.356
1.560758,-0.0934,-0.0938,-0.3619,0.385
1.566520,-0.0262,-0.0534,-0.3903,0.395
1.571429,0.0141,-0.0249,-0.3877,0.389
1.576166,0.0612,0.0061,-0.3333,0.339
1.590567,0.0537,0.0609,-0.2796,0.291
1.591621,0.0209,0.0965,-0.2030,0.226
1.592000,0.0128,0.1251,-0.1394,0.188
1.596514,0.0555,0.1800,-0.0792,0.204
1.619683,0.0633,0.1991,-0.0151,0.209
1.620533,0.0248,0.2206,0.0504,0.228
1.620808,0.0067,0.1780,0.0582,0.187
1.621074,-0.0004,0.1570,0.0539,0.166
1.621328,-0.0107,0.1220,0.1277,0.177
1.624892,-0.0619,0.0967,0.1461,0.186
1.631606,-0.1114,0.1002,0.1521,0.214
1.634862,-0.1804,0.0897,0.1269,0.238
1.639787,-0.2240,0.0581,0.1112,0.257
1.644654,-0.2025,0.0269,0.0693,0.216
1.651125,-0.2240,-0.0415,0.0036,0.228
1.654680,-0.2294,-0.0308,-0.0022,0.231
1.660792,-0.2407,-0.0082,-0.0267,0.242
1.666900,-0.2628,0.0118,-0.0366,0.266
1.670534,-0.2955,-0.0036,0.0009,0.296
1.674682,-0.2960,0.0221,0.0497,0.301
1.679381,-0.3001,0.0811,0.0766,0.320
1.684938,-0.2789,0.1398,0.1532,0.348
1.690057,-0.2824,0.1460,0.3028,0.439
1.695308,-0.2744,0.1113,0.3707,0.474
1.705261,-0.2549,0.1238,0.4506,0.532
1.706115,-0.2380,0.0379,0.5519,0.602
1.714252,-0.1447,-0.0199,0.6059,0.623
1.714634,-0.1063,-0.0501,0.6914,0.701
1.724681,-0.0863,-0.0962,0.7563,0.767
1.725383,-0.1108,-0.1672,0.7745,0.800
1.728595,-0.1152,-0.2557,0.7154,0.768
1.733860,-0.0922,-0.3376,0.6340,0.724
1.738593,-0.1329,-0.3151,0.5064,0.611
1.743293,-0.1160,-0.2859,0.3659,0.479
1.750107,-0.1089,-0.2335,0.1840,0.317
1.753571,-0.1167,-0.2477,0.0036,0.274
1.758205,-0.1282,-0.2758,-0.1612,0.344
1.764351,-0.1652,-0.2958,-0.3012,0.453
1.768629,-0.1802,-0.3054,-0.3977,0.533
1.773280,-0.2093,-0.3121,-0.4343,0.574
1.778173,-0.2139,-0.3158,-0.4091,0.559
1.791404,-0.2373,-0.3141,-0.3891,0.554
1.792508,-0.2243,-0.2907,-0.3720,0.523
1.793082,-0.1916,-0.2621,-0.3411,0.471
1.808317,-0.1607,-0.2400,-0.3585,0.460
1.808882,-0.1718,-0.2223,-0.3880,0.479
1.809116,-0.1455,-0.1828,-0.3274,0.402
1.812447,-0.1407,-0.1648,-0.2106,0.302
1.817497,-0.0783,-0.1512,-0.1000,0.197
1.822845,-0.0246,-0.1446,-0.0144,0.147
1.827473,0.0492,-0.0977,0.0111,0.110
1.832412,0.1124,-0.0656,0.0244,0.132
1.837357,0.1891,-0.0582,0.0617,0.207
1.842040,0.2267,-0.0322,0.1298,0.263
1.849651,0.2370,-0.0618,0.1242,0.275
1.852929,0.2058,-0.0916,0.1309,0.261
1.856973,0.1542,-0.0791,0.0762,0.189
1.862998,0.0891,-0.0577,0.0320,0.111
1.867170,0.0266,-0.0154,-0.0544,0.062
1.871995,-0.0527,-0.0091,-0.1327,0.143
1.877920,-0.1133,-0.0313,-0.2578,0.283
1.888046,-0.1369,-0.0579,-0.3534,0.383
1.888673,-0.1547,-0.0978,-0.4487,0.485
1.891513,-0.1574,-0.0772,-0.5130,0.542
1.896782,-0.1521,-0.0418,-0.5368,0.559
1.906725,-0.1221,-0.0178,-0.5444,0.558
1.907385,-0.1317,-0.0051,-0.5572,0.573
1.911908,-0.0875,-0.0133,-0.5277,0.535
1.916091,-0.0722,-0.0542,-0.4253,0.435
1.921879,-0.0588,-0.0398,-0.2931,0.302
1.926494,-0.0375,-0.0351,-0.1811,0.188
1.933252,-0.0008,-0.0376,-0.0914,0.099
1.936048,0.0088,-0.0308,-0.0001,0.032
1.940989,0.0465,-0.0479,0.0928,0.114
1.946020,0.0710,-0.0867,0.1401,0.179
1.951464,0.1203,-0.0188,0.1399,0.185
1.956941,0.1178,-0.0113,0.1947,0.228
1.961751,0.1136,-0.0617,0.1998,0.238
1.965962,0.1118,-0.0646,0.1768,0.219
1.971523,0.0857,-0.0489,0.1378,0.170
1.976505,0.0545,-0.0623,0.0877,0.121
1.980252,0.0111,-0.0401,0.0454,0.062
1.985725,-0.0259,-0.0491,0.0297,0.063
1.990705,-0.0993,-0.0533,-0.0285,0.116
1.996307,-0.1400,-0.0456,-0.0765,0.166
2.004082,-0.1745,-0.0711,-0.1266,0.227
2.013368,-0.1715,-0.0820,-0.1882,0.268
2.013777,-0.1406,-0.0899,-0.2212,0.277
2.019404,-0.1416,-0.0973,-0.2828,0.331
2.020034,-0.1336,-0.0685,-0.3324,0.365
2.024848,-0.1497,-0.0655,-0.3370,0.375
2.029718,-0.1276,-0.0763,-0.3562,0.386
2.034732,-0.1269,-0.0889,-0.3615,0.393
2.039824,-0.0922,-0.0721,-0.3651,0.383
2.044684,-0.0547,-0.0619,-0.3266,0.337
2.049616,-0.0191,0.0033,-0.2913,0.292
2.054449,0.0245,0.0230,-0.2043,0.207
2.059511,0.0473,0.0356,-0.1159,0.130
2.066184,0.0778,0.0362,-0.0519,0.100
2.069213,0.1038,0.0437,-0.0050,0.113
2.074331,0.0899,0.0057,0.0348,0.097
2.078916,0.0572,-0.0015,0.0507,0.076
2.084659,0.0434,-0.0230,0.0524,0.072
2.089639,0.0199,-0.0185,0.0070,0.028
2.093749,0.0123,0.0119,-0.0404,0.044
2.104541,0.0088,-0.0198,-0.0752,0.078
2.105502,0.0044,-0.0369,-0.1168,0.123
2.108764,-0.0438,-0.0563,-0.1723,0.187
2.113860,-0.0428,-0.0683,-0.1942,0.210
2.128492,-0.0499,-0.0537,-0.2042,0.217
2.129197,-0.0339,-0.0437,-0.2333,0.240
2.129378,0.0123,-0.0598,-0.2220,0.230
2.133533,0.0033,-0.0327,-0.1848,0.188
2.138313,0.0184,-0.0319,-0.1457,0.150
2.144474,0.0572,-0.0285,-0.0928,0.113
2.149007,0.0582,-0.0299,-0.0546,0.085
2.153319,0.0599,-0.0431,-0.0098,0.074
2.158223,0.0601,-0.0489,-0.0012,0.077
2.163090,0.0536,-0.0592,0.0119,0.081
2.168068,0.0573,-0.0525,-0.0109,0.079
2.173708,0.0376,-0.0695,-0.0409,0.089
2.179243,0.0157,-0.0766,-0.0970,0.125
2.189471,0.0224,-0.0834,-0.1243,0.151
2.198482,0.0145,-0.0849,-0.1684,0.189
2.198903,0.0230,-0.0743,-0.2004,0.215
2.199133,0.0075,-0.0660,-0.2134,0.223
2.207122,-0.0035,-0.0646,-0.1979,0.208
2.207675,0.0021,-0.0417,-0.1756,0.181
2.212247,-0.0208,-0.0308,-0.1393,0.144
2.217258,-0.0171,-0.0200,-0.1010,0.104
2.222652,-0.0275,-0.0185,-0.0751,0.082
2.227171,-0.0163,-0.0002,-0.0757,0.077
2.233925,-0.0238,0.0088,-0.0742,0.078
2.237187,-0.0426,-0.0084,-0.0491,0.066
2.242095,-0.0346,0.0127,0.0018,0.037
2.247313,-0.0117,0.0053,0.0236,0.027
2.254034,0.0188,-0.0066,0.0474,0.051
2.256888,0.0257,-0.0232,0.0472,0.059
2.261734,0.0163,-0.0537,0.0232,0.061
2.266874,-0.0330,-0.0720,0.0135,0.080
2.271741,-0.0864,-0.0568,0.0228,0.106
2.276542,-0.1033,-0.0559,0.0176,0.119
2.286974,-0.1841,-0.0240,0.0220,0.187
2.287531,-0.2760,-0.0326,0.0095,0.278
2.295259,-0.3622,-0.0480,0.0064,0.365
2.296371,-0.3837,-0.0607,-0.0158,0.389
2.304560,-0.3102,-0.0185,-0.0545,0.315
2.306201,-0.2895,0.0117,-0.0409,0.293
2.311208,-0.2382,0.0392,0.0083,0.242
2.315987,-0.1946,0.0570,0.0357,0.206
2.321627,-0.1397,0.0627,0.0298,0.156
2.326086,-0.0405,0.0634,0.0145,0.077
2.330656,0.0221,0.0740,0.0040,0.077
2.336007,0.0814,0.0559,-0.0089,0.099
2.341058,0.1113,0.1066,-0.0475,0.161
2.346078,0.1789,0.1260,0.0116,0.219
2.351559,0.1938,0.0859,0.1342,0.251
2.356047,0.1588,0.0695,0.2396,0.296
2.361695,0.1742,0.0861,0.3468,0.398
2.365908,0.1540,0.0830,0.4180,0.453
2.370605,0.1716,0.0484,0.4797,0.512
2.375585,0.1697,0.0371,0.5202,0.548
2.380203,0.1434,0.0180,0.5325,0.552
2.389918,0.0738,0.0268,0.5121,0.518
2.390652,0.0228,0.0467,0.4783,0.481
2.395507,-0.0525,0.0684,0.3930,0.402
2.410064,-0.0951,0.1273,0.3018,0.341
2.410674,-0.1194,0.1450,0.2330,0.299
2.410924,-0.0970,0.1530,0.1839,0.258
2.415832,-0.0658,0.1629,0.1664,0.242
2.419838,-0.0094,0.1703,0.1516,0.228
2.424717,0.0369,0.1656,0.1346,0.217
2.430886,0.0473,0.1870,0.1630,0.252
2.434428,0.0960,0.1819,0.1745,0.270
2.440178,0.1781,0.1698,0.1908,0.311
2.445712,0.1985,0.1670,0.2071,0.332
2.449590,0.1337,0.1524,0.2184,0.298
2.454374,0.0248,0.1261,0.2130,0.249
2.460552,-0.0090,0.1001,0.2004,0.224
2.465209,-0.0230,0.0744,0.1664,0.184
2.470405,-0.0818,0.0702,0.1898,0.218
2.475751,-0.0803,0.0419,0.1801,0.202
2.480051,-0.0787,0.0137,0.1824,0.199
2.488457,-0.0936,-0.0287,0.1136,0.150
2.489170,-0.0654,-0.0565,0.0336,0.093
2.493841,-0.0541,-0.0982,-0.0720,0.133
2.504963,-0.0380,-0.1037,-0.1580,0.193
2.505766,-0.0057,-0.0945,-0.2459,0.264
2.509615,-0.0022,-0.0802,-0.3074,0.318
2.514358,0.0132,-0.0845,-0.3521,0.362
2.518852,0.0140,-0.1240,-0.3802,0.400
2.524954,0.0360,-0.1200,-0.3871,0.407
2.529249,0.0437,-0.1179,-0.3754,0.396
2.534792,0.0486,-0.1012,-0.3570,0.374
2.538256,0.0295,-0.0912,-0.3581,0.371
2.544401,0.0176,-0.0738,-0.3263,0.335
2.549251,0.0150,-0.0918,-0.2833,0.298
2.554171,-0.0424,-0.0619,-0.2407,0.252
2.558094,-0.0498,-0.0630,-0.1891,0.205
2.562880,-0.0053,-0.0593,-0.1594,0.170
2.568270,0.0222,-0.0578,-0.1372,0.151
2.573589,0.0468,-0.0373,-0.1318,0.145
2.578415,0.0616,-0.0286,-0.1219,0.140
2.583947,0.0835,-0.0364,-0.1194,0.150
2.587662,0.1030,-0.0153,-0.1195,0.158
2.593300,0.1250,-0.0275,-0.1222,0.177
2.598799,0.1259,-0.0891,-0.1014,0.185
2.607635,0.1437,-0.0691,-0.1736,0.236
2.608647,0.1920,-0.0325,-0.2573,0.323
2.612343,0.1948,-0.0697,-0.2478,0.323
2.635475,0.1951,-0.1184,-0.2454,0.335
2.636234,0.1883,-0.1195,-0.1836,0.289
2.636515,0.1488,-0.1042,-0.1552,0.239
2.636786,0.0861,-0.1131,-0.1079,0.178
2.637089,0.0121,-0.0960,-0.1296,0.162
2.643002,-0.0709,-0.0648,-0.1938,0.216
2.648233,-0.0373,-0.0219,-0.2363,0.240
2.653040,-0.0780,0.0232,-0.2784,0.290
2.657261,-0.0762,0.0350,-0.3609,0.371
2.661682,-0.0655,0.0424,-0.3671,0.375
2.668043,-0.1173,0.0479,-0.3427,0.365
2.672729,-0.1502,0.0800,-0.3427,0.383
