time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001126,0.5318,0.4139,-0.7377,0.999
0.001351,0.5638,0.4267,-0.7227,1.011
0.011058,0.5592,0.4414,-0.7120,1.007
0.011328,0.5541,0.4299,-0.7225,1.007
0.016790,0.5782,0.3569,-0.7619,1.021
0.022073,0.6744,0.3328,-0.7424,1.057
0.027105,0.8340,0.3524,-0.7909,1.202
0.032504,1.0580,0.4850,-1.0074,1.539
0.036492,1.4177,0.7943,-1.3479,2.111
0.041636,1.7501,1.1724,-1.8181,2.783
0.046109,1.9828,1.4809,-2.2682,3.357
0.050760,2.2760,1.7033,-2.6489,3.886
0.056306,2.4931,1.8049,-2.8962,4.226
0.061026,2.7026,1.8422,-3.1318,4.528
0.066018,2.8387,1.7877,-3.2914,4.700
0.070422,2.8530,1.6882,-3.4016,4.750
0.075916,2.7210,1.5837,-3.4469,4.668
0.081406,2.4192,1.4850,-3.4837,4.494
0.084875,2.0562,1.4083,-3.5308,4.322
0.092516,1.6062,1.3782,-3.4230,4.024
0.095540,1.2292,1.3569,-3.0699,3.574
0.099981,1.1493,1.3402,-2.3093,2.907
0.105156,1.1560,1.2951,-1.7585,2.471
0.110692,1.2258,1.2210,-1.4388,2.250
0.115079,1.3394,1.1743,-1.0916,2.089
0.120764,1.4513,1.0415,-0.6976,1.918
0.125460,1.4304,0.8393,-0.2954,1.685
0.130547,1.2964,0.5981,0.1580,1.436
0.135428,1.1481,0.3155,0.6120,1.339
0.139758,0.9281,0.0107,1.0355,1.391
0.144740,0.7543,-0.2924,1.3542,1.577
0.149315,0.5649,-0.5761,1.5965,1.789
0.155353,0.3820,-0.7754,1.7597,1.961
0.159630,0.2499,-0.9655,1.8552,2.106
0.164144,0.1669,-1.0954,1.8919,2.193
0.169990,0.1916,-1.1400,1.8455,2.178
0.181131,0.2481,-1.1292,1.7629,2.108
0.181728,0.3229,-1.1097,1.6245,1.994
0.184089,0.3423,-1.1043,1.4513,1.856
0.189975,0.3016,-1.0954,1.2716,1.705
0.198924,0.2176,-1.1159,1.0948,1.578
0.199580,0.0609,-1.1630,0.9664,1.513
0.203783,-0.1044,-1.2245,0.8433,1.490
0.211340,-0.2954,-1.2763,0.7184,1.494
0.213935,-0.4526,-1.3588,0.6515,1.573
0.218782,-0.4377,-1.5313,0.5659,1.690
0.223192,-0.5300,-1.6905,0.5137,1.845
0.228981,-0.7956,-1.8025,0.6259,2.067
0.233700,-0.8886,-2.0294,0.7748,2.347
0.238015,-0.8587,-2.3024,1.0277,2.664
0.243567,-0.9974,-2.8524,1.5481,3.395
0.248944,-1.4694,-3.4291,2.0312,4.248
0.253967,-1.8118,-3.2538,1.4290,3.989
0.258115,-1.7414,-2.6149,0.5692,3.193
0.263264,-1.5055,-2.1069,-0.0563,2.590
0.268578,-1.3899,-1.8381,-0.5402,2.367
0.281384,-1.2942,-1.6442,-0.8766,2.269
0.281915,-1.1146,-1.5662,-1.2445,2.290
0.283498,-0.9903,-1.5520,-1.4235,2.327
0.289749,-0.9928,-1.5343,-1.4235,2.316
0.292825,-1.0577,-1.4487,-1.4527,2.308
0.299233,-0.9832,-1.3123,-1.5279,2.241
0.302825,-0.9028,-1.1544,-1.5485,2.132
0.309466,-0.7663,-1.0400,-1.5048,1.983
0.313108,-0.7229,-1.0003,-1.4108,1.874
0.317245,-0.7321,-0.9665,-1.3379,1.806
0.321793,-0.7494,-0.9458,-1.1759,1.685
0.326942,-0.7965,-0.9362,-1.0274,1.602
0.333554,-0.8303,-0.8764,-0.8225,1.461
0.337633,-0.8234,-0.7879,-0.4827,1.238
0.341781,-0.7685,-0.7269,-0.1294,1.066
0.347554,-0.7867,-0.7914,0.2228,1.138
0.352828,-0.7867,-0.8855,0.5402,1.302
0.356627,-0.7924,-1.0330,0.7368,1.496
0.362583,-0.8675,-1.1282,0.9725,1.724
0.367495,-0.9088,-1.1871,1.0364,1.819
0.372123,-0.9355,-1.2135,0.9472,1.801
0.376919,-0.9330,-1.2857,0.7120,1.741
0.382315,-0.9152,-1.0756,0.5697,1.523
0.386758,-0.8512,-1.0167,0.4056,1.387
0.392582,-0.7882,-0.7838,0.3425,1.163
0.396241,-0.7007,-0.5370,-0.0190,0.883
0.400873,-0.5672,-0.3199,-0.3362,0.733
0.406923,-0.4407,-0.1779,-0.4582,0.660
0.411438,-0.2969,-0.1327,-0.4546,0.559
0.415898,-0.0991,-0.1553,-0.3330,0.381
0.420657,-0.0223,-0.1882,-0.1172,0.223
0.426444,-0.3344,-0.0544,-0.0006,0.339
0.431119,-0.1103,-0.1231,0.0365,0.169
0.435788,0.3646,-0.2342,0.1048,0.446
0.442157,0.7216,-0.3592,0.1066,0.813
0.445683,0.9399,-0.3795,0.1165,1.020
0.451543,0.8100,-0.3119,0.2777,0.911
0.455983,0.7641,-0.2202,0.0727,0.799
0.460496,0.9872,0.0013,-0.3729,1.055
0.465330,1.0702,0.5345,-0.3774,1.254
0.471338,0.7686,0.8461,0.0036,1.143
0.477452,0.4850,0.9821,0.3184,1.141
0.484791,0.3456,1.0001,0.3853,1.126
0.485102,0.3827,0.8184,0.2025,0.926
0.494704,0.3782,0.6023,0.0886,0.717
0.495084,0.3749,0.4159,0.0769,0.565
0.500727,0.3388,0.2207,0.0626,0.409
0.504481,0.3306,-0.1432,0.1502,0.390
0.511356,0.2857,-0.5348,0.3494,0.700
0.515455,0.3692,-0.7399,0.4465,0.940
0.519738,0.4940,-0.7362,0.4126,0.978
0.525083,1.1349,-0.2495,0.2864,1.197
0.530463,2.4921,0.4653,-0.1170,2.538
0.535270,2.9970,-0.0248,-0.9709,3.150
0.539749,2.5230,-0.1726,-0.1719,2.535
0.544349,1.4837,-0.4182,1.4606,2.124
0.550401,0.4600,-0.5921,2.1077,2.237
0.555495,-0.5612,-0.5929,2.0313,2.189
0.560414,-1.6691,-0.3048,2.1395,2.731
0.564300,-1.7112,-0.3894,1.6882,2.435
0.570968,-1.4092,-0.7687,1.4779,2.182
0.574240,-0.8722,-1.1952,1.2110,1.912
0.582856,-0.3502,-1.4894,0.9324,1.792
0.584079,0.0283,-1.5053,0.7052,1.662
0.588948,0.2495,-1.3217,0.6764,1.506
0.620258,0.3556,-1.0052,0.7034,1.277
0.620769,0.3690,-0.6383,0.5106,0.897
0.620897,0.4088,-0.2395,0.1361,0.493
0.621020,0.4366,0.1952,-0.3653,0.602
0.621126,0.4217,0.5251,-0.7909,1.039
0.621228,0.3950,0.7366,-1.1494,1.421
0.623445,0.3384,0.8515,-1.4130,1.684
0.628562,0.3011,0.8719,-1.6350,1.877
0.633700,0.2776,0.7943,-1.8458,2.029
0.638761,0.2442,0.5895,-2.0479,2.145
0.643262,0.1723,0.4518,-2.3110,2.361
0.649141,0.1277,0.2716,-2.5820,2.599
0.654018,0.1693,0.0705,-2.9058,2.912
0.658869,0.0783,-0.0749,-3.1337,3.136
0.663331,0.0120,-0.1790,-3.2987,3.304
0.667683,-0.0945,-0.2466,-3.3793,3.390
0.674398,-0.2559,-0.3419,-3.4614,3.488
0.678380,-0.4960,-0.4137,-3.5528,3.611
0.682782,-0.6501,-0.4829,-3.6580,3.747
0.688874,-0.7425,-0.5324,-3.8321,3.940
0.697819,-0.7235,-0.5330,-3.9049,4.007
0.704298,-0.6482,-0.4793,-3.9652,4.046
0.704570,-0.4654,-0.4741,-4.0239,4.078
0.711747,-0.1652,-0.3481,-4.2182,4.236
0.712246,0.4003,0.2096,-4.6170,4.639
0.717033,0.6541,0.2373,-4.5954,4.648
0.722798,1.0147,-0.0020,-4.5981,4.709
0.727383,1.2964,-0.3535,-4.4921,4.689
0.732908,1.2913,-0.7586,-4.3735,4.623
0.737719,1.0417,-1.2047,-4.1406,4.436
0.743059,0.7368,-2.0144,-3.8116,4.374
0.747360,1.0258,-2.3436,-3.3220,4.193
0.751933,1.4932,-2.2507,-2.7242,3.836
0.756523,1.8821,-2.0683,-2.1240,3.512
0.762596,2.0727,-1.8670,-1.4960,3.165
0.766696,2.0261,-1.8942,-0.7647,2.877
0.772888,2.0094,-1.7581,-0.5537,2.727
0.780475,1.9219,-1.2674,-0.4933,2.354
0.786996,1.6605,-0.6650,-0.1378,1.794
0.787879,1.3560,-0.0002,0.0089,1.356
0.797181,0.4581,-0.3343,0.7792,0.964
0.797723,-0.0774,-0.5168,0.9489,1.083
0.800862,-0.5409,-0.5767,1.1095,1.362
0.807005,-0.7845,-0.4573,1.1764,1.486
0.812178,-0.5947,0.3481,0.6164,0.925
0.816033,-1.1048,-0.3490,1.0666,1.575
0.822110,-1.2213,-1.1851,0.8753,1.914
0.826446,-1.0912,-1.2986,0.6100,1.803
0.831435,-0.8557,-0.9743,0.3423,1.341
0.836400,-0.7067,-0.6629,0.0004,0.969
0.842599,-0.6232,-0.5538,-0.4466,0.946
0.846978,-0.5244,-0.5378,-0.9004,1.173
0.851007,-0.3555,-0.5871,-1.2417,1.419
0.856517,-0.2021,-0.5526,-1.4899,1.602
0.860313,-0.0233,-0.4243,-1.6671,1.720
0.866259,0.0838,-0.3027,-1.7450,1.773
0.871061,0.1298,-0.2543,-1.7122,1.736
0.881315,0.0940,-0.2888,-1.6030,1.632
0.882122,-0.0197,-0.2774,-1.4110,1.438
0.888919,-0.1211,-0.2948,-1.1299,1.174
0.911567,-0.2277,-0.2987,-0.7607,0.848
0.912441,-0.3405,-0.2970,-0.4361,0.628
0.912722,-0.5017,-0.2995,-0.1659,0.607
0.913002,-0.6513,-0.3252,0.0115,0.728
0.913267,-0.7534,-0.3023,0.1199,0.821
0.914848,-0.8277,-0.1926,0.1287,0.859
0.920360,-0.8417,-0.0916,0.0482,0.848
0.926547,-0.8655,-0.0610,-0.0901,0.872
0.929626,-0.9166,-0.0502,-0.2592,0.954
0.934198,-0.9455,0.0178,-0.4061,1.029
0.940400,-0.9149,0.1027,-0.5781,1.087
0.945495,-0.7802,0.1832,-0.7362,1.088
0.950915,-0.6429,0.3310,-0.8489,1.115
0.954271,-0.5268,0.5098,-0.8516,1.124
0.959019,-0.4106,0.6354,-0.7155,1.041
0.964831,-0.2661,0.6780,-0.5240,0.897
0.970582,-0.1175,0.7038,-0.3080,0.777
0.977646,0.0399,0.7571,0.0017,0.758
0.979544,0.1466,0.7911,0.3167,0.865
0.983973,0.1953,0.7379,0.5914,0.966
0.988781,0.1698,0.6384,0.7945,1.033
0.997446,0.0922,0.5047,0.9665,1.094
0.998773,0.0055,0.4471,1.0500,1.141
1.003601,-0.1494,0.4586,1.0637,1.168
1.008710,-0.4353,0.4108,1.0904,1.244
1.016550,-0.6983,0.2829,1.1537,1.378
1.018462,-0.8189,0.1428,1.0908,1.371
1.023386,-0.8428,0.0944,0.8926,1.231
1.028921,-0.8089,0.1258,0.6766,1.062
1.033520,-0.7225,0.1632,0.4718,0.878
1.037779,-0.6268,0.1995,0.3573,0.749
1.043661,-0.5416,0.2132,0.2903,0.650
1.047838,-0.4318,0.1964,0.2760,0.549
1.053434,-0.3384,0.2157,0.3217,0.514
1.060414,-0.2907,0.2565,0.3726,0.538
1.063084,-0.2462,0.2581,0.4386,0.565
1.067844,-0.2220,0.2511,0.5748,0.665
1.074180,-0.2464,0.2249,0.6470,0.728
1.077632,-0.2621,0.2079,0.7915,0.859
1.084100,-0.3477,0.1947,0.8981,0.983
1.088743,-0.4725,0.1565,0.8975,1.026
1.099359,-0.7699,0.0907,0.8902,1.180
1.100413,-1.1053,-0.0668,0.8424,1.391
1.109056,-1.4250,-0.2073,0.7105,1.606
1.109504,-1.6482,-0.3031,0.5430,1.762
1.125252,-1.8304,-0.3133,0.2538,1.874
1.126021,-1.9090,-0.2492,-0.0422,1.926
1.127270,-1.9192,-0.2057,-0.2498,1.946
1.127637,-1.9103,-0.2806,-0.4171,1.975
1.133118,-1.7593,-0.4348,-0.5089,1.882
1.137526,-1.4996,-0.5721,-0.6352,1.726
1.142266,-1.1292,-0.6492,-0.8459,1.553
1.147222,-0.6998,-0.6797,-1.0686,1.447
1.152518,-0.2361,-0.6612,-1.3625,1.533
1.157193,0.2176,-0.5840,-1.5287,1.651
1.162340,0.6105,-0.4724,-1.5884,1.766
1.166687,0.9300,-0.4104,-1.5344,1.841
1.171097,1.1542,-0.4393,-1.4098,1.874
1.181566,1.2776,-0.5048,-1.1928,1.819
1.182485,1.2615,-0.6031,-0.9241,1.676
1.186484,1.1226,-0.7062,-0.6421,1.474
1.206500,0.8107,-0.7889,-0.3542,1.185
1.207290,0.4384,-0.8823,-0.0817,0.989
1.207532,0.0245,-0.9289,0.0604,0.931
1.207760,-0.3571,-0.9691,0.1227,1.040
1.211221,-0.7686,-0.8897,0.1882,1.191
1.216649,-1.2518,-0.9496,0.4741,1.641
1.220645,-1.5880,-1.0459,0.6544,2.011
1.226952,-1.5995,-1.1333,0.8843,2.150
1.231037,-1.4135,-1.1397,1.0467,2.096
1.235678,-1.0994,-1.0070,1.0819,1.842
1.240219,-0.6940,-1.1156,0.6059,1.447
1.247355,0.4888,-1.3158,-1.6036,2.131
1.251540,2.4314,-1.3669,-3.1718,4.224
1.255034,3.3441,-1.1628,-2.6828,4.442
1.260228,3.3012,-0.8017,-1.5142,3.719
1.266300,3.7017,-0.5477,-0.7976,3.826
1.271102,3.9345,-0.4520,-0.1626,3.964
1.275691,3.7850,-0.3366,0.5745,3.843
1.282983,3.3910,-0.1763,1.0359,3.550
1.289267,2.8132,-0.0177,1.2213,3.067
1.290559,2.0421,-0.2549,1.6020,2.608
1.315889,1.2804,-0.5391,1.6137,2.129
1.316966,0.6236,-0.6149,1.6415,1.860
1.317688,-0.0183,-0.5831,1.7903,1.883
1.318226,-0.7172,-0.5028,1.9454,2.133
1.318960,-1.1300,-0.4984,1.7602,2.150
1.320380,-1.3883,-0.7623,1.5732,2.232
1.326445,-1.3342,-0.8680,1.0593,1.912
1.329167,-1.1178,-0.7199,0.9025,1.607
1.335121,-0.7507,-0.5811,0.9803,1.365
1.340084,-0.2421,-0.5666,1.0936,1.255
1.344966,0.3963,-0.6095,1.2662,1.460
1.349790,1.0616,-0.4924,1.5456,1.939
1.355059,1.5811,-0.3188,1.8386,2.446
1.360506,1.9660,-0.1970,2.0018,2.813
1.365353,2.1233,-0.0744,2.1453,3.019
1.370392,2.1054,-0.0257,2.2620,3.090
1.377616,1.9814,-0.0150,2.3401,3.066
1.381344,1.7586,-0.0499,2.3915,2.969
1.385794,1.4780,-0.0824,2.4688,2.879
1.390038,1.1156,-0.1676,2.5768,2.813
1.406318,0.6729,-0.2099,2.6431,2.736
1.407651,-0.1223,-0.3430,2.6918,2.716
1.408969,-0.9869,-0.5948,2.5744,2.821
1.409539,-1.7557,-0.8683,2.3825,3.084
1.435297,-2.3193,-1.1598,2.0615,3.313
1.436452,-2.7155,-1.8814,1.4436,3.605
1.436834,-3.2474,-2.5846,0.2792,4.160
1.437218,-3.5579,-2.0556,-0.6038,4.153
1.437584,-3.4288,-1.1020,-1.3034,3.830
1.438369,-3.1224,-1.0306,-1.3202,3.543
1.443548,-2.5701,-2.0248,-1.5377,3.615
1.448364,-1.6193,-2.0847,-0.9944,2.821
1.453737,-0.7473,-1.9800,0.0202,2.116
1.460069,0.1717,-1.5220,0.7345,1.699
1.463614,0.7740,-1.1881,1.6030,2.140
1.469777,1.2424,-0.8994,1.9778,2.503
1.475107,1.3697,-0.6561,2.1520,2.634
1.481427,1.2646,-0.3500,2.4853,2.810
1.489393,1.3551,-0.0119,2.5663,2.902
1.489917,1.0964,-0.0173,2.6845,2.900
1.502177,0.2946,-0.2534,2.8879,2.914
1.503039,-0.1407,-0.3914,2.5883,2.622
1.503421,-0.1400,-0.4952,2.0422,2.106
1.507946,0.0760,-0.5401,1.4367,1.537
1.513096,0.3734,-0.4281,0.9750,1.128
1.519063,0.8271,-0.2574,0.6709,1.096
1.524058,1.4799,-0.0063,0.5866,1.592
1.528764,2.0398,0.0667,0.4491,2.090
1.532188,2.3455,0.0714,0.3378,2.371
1.539549,2.3216,0.0514,0.1266,2.326
1.544853,1.9680,0.0067,0.0071,1.968
1.547659,1.5312,-0.0843,-0.0230,1.534
1.554269,1.1332,-0.1309,-0.0118,1.141
1.559332,0.7918,-0.1074,0.0761,0.803
1.562560,0.4743,-0.1145,0.1611,0.514
1.567514,0.1695,-0.1879,0.2264,0.340
1.574019,-0.0500,-0.2194,0.2143,0.311
1.578508,-0.2103,-0.1492,0.0748,0.268
1.583091,-0.2851,-0.0584,-0.0033,0.291
1.588170,-0.3803,0.0580,-0.0291,0.386
1.602218,-0.5421,0.2338,-0.1243,0.603
1.603576,-0.7068,0.4691,-0.1449,0.861
1.604547,-0.8717,0.6270,-0.0459,1.075
1.607568,-0.8743,0.7718,0.1464,1.175
1.634862,-0.5291,0.9724,0.0589,1.109
1.635828,-0.0354,1.2284,-0.1309,1.236
1.636377,0.4508,1.3915,-0.3988,1.516
1.636666,0.9487,1.6596,-0.6841,2.030
1.637219,1.7394,2.8503,-1.1264,3.524
1.637653,1.6246,2.2108,-1.3118,3.041
1.641209,1.4608,1.7796,-1.6972,2.860
