time,ax,ay,az,atotal
0.0053691864013671875,-0.25,-0.32,-0.16,0.43
0.015768051147460938,0.1,-0.2,-0.58,0.62
0.024281978607177734,0.43,-0.03,-0.76,0.87
0.03437519073486328,0.56,0.04,-0.85,1.01
0.05134010314941406,0.49,-0.02,-0.68,0.83
0.05411505699157715,0.25,-0.1,-0.41,0.49
0.06549596786499023,0.03,-0.06,-0.19,0.2
0.07413196563720703,-0.13,0.05,-0.06,0.15
0.08423209190368652,-0.21,0.14,-0.05,0.25
0.09422612190246582,-0.23,0.23,-0.03,0.32
0.10415792465209961,-0.21,0.3,-0.03,0.36
0.11485004425048828,-0.21,0.35,-0.09,0.41
0.12396621704101562,-0.19,0.43,-0.08,0.47
0.13451910018920898,-0.17,0.49,-0.07,0.52
0.15200304985046387,-0.13,0.45,-0.1,0.47
0.15441012382507324,-0.08,0.36,-0.12,0.38
0.16524219512939453,-0.09,0.26,-0.14,0.3
0.17405223846435547,-0.12,0.17,-0.14,0.25
0.18423700332641602,-0.13,0.09,-0.13,0.2
0.19419097900390625,-0.11,0.02,-0.09,0.14
0.20398521423339844,-0.13,-0.03,0.0,0.13
0.21473312377929688,-0.14,-0.07,0.05,0.16
0.2239971160888672,-0.11,-0.07,0.05,0.13
0.23396706581115723,-0.03,-0.07,0.01,0.07
0.24884510040283203,0.05,-0.05,-0.03,0.07
0.25379014015197754,0.08,-0.03,-0.05,0.09
0.2650010585784912,0.09,-0.02,-0.07,0.11
0.27387404441833496,0.12,0.0,-0.09,0.15
0.2839012145996094,0.12,0.02,-0.13,0.17
0.29428720474243164,0.1,0.04,-0.11,0.15
0.30367326736450195,0.1,0.05,-0.11,0.15
0.3139810562133789,0.09,0.05,-0.13,0.16
0.3242521286010742,0.08,0.06,-0.14,0.17
0.33417701721191406,0.07,0.07,-0.17,0.19
0.3504500389099121,0.06,0.09,-0.17,0.2
0.3538069725036621,0.05,0.11,-0.19,0.22
0.3649439811706543,0.02,0.11,-0.21,0.23
0.3740849494934082,0.01,0.1,-0.21,0.23
0.38381505012512207,0.03,0.08,-0.22,0.23
0.39396214485168457,0.06,0.08,-0.26,0.27
