,predicted_values,actual_values,is_correct_prediction
1080,Jerrick,Jerrick,True
1081,Jerrick,Jerrick,True
1082,Jerrick,Jerrick,True
1083,Jerrick,Jerrick,True
1084,Jeremy,Jerrick,False
1085,Brad,Jerrick,False
1086,Jerrick,Jerrick,True
1087,Jerrick,Jerrick,True
1088,Jerrick,Jerrick,True
1089,Brad,Jerrick,False
1090,Jeremy,Jerrick,False
1091,Jerrick,Jerrick,True
1092,Brad,Jerrick,False
1093,Jerrick,Jerrick,True
1094,Jerrick,Jerrick,True
1095,Jerrick,Jerrick,True
1096,Jeremy,Jerrick,False
1097,Jerrick,Jerrick,True
1098,Jeremy,Jerrick,False
1099,Jerrick,Jerrick,True
1100,Jerrick,Jerrick,True
1101,Jerrick,Jerrick,True
1102,Jerrick,Jerrick,True
1103,Jeremy,Jerrick,False
1104,Jerrick,Jerrick,True
1105,Jerrick,Jerrick,True
1106,Jerrick,Jerrick,True
1107,Brad,Jerrick,False
1108,Jeremy,Jerrick,False
1109,Jerrick,Jerrick,True
1110,Jerrick,Jerrick,True
1111,Jerrick,Jerrick,True
1112,Jeremy,Jerrick,False
1113,Jerrick,Jerrick,True
1114,Jerrick,Jerrick,True
1115,Jerrick,Jerrick,True
1116,Jerrick,Jerrick,True
1117,Jerrick,Jerrick,True
1118,Jeremy,Jerrick,False
1119,Jeremy,Jerrick,False
1120,Jerrick,Jerrick,True
1121,Jerrick,Jerrick,True
1122,Jerrick,Jerrick,True
1123,Jeremy,Jerrick,False
1124,Jerrick,Jerrick,True
1125,Jeremy,Jerrick,False
1126,Jerrick,Jerrick,True
1127,Brad,Jerrick,False
1128,Jerrick,Jerrick,True
1129,Jerrick,Jerrick,True
1130,Jerrick,Jerrick,True
1131,Jerrick,Jerrick,True
1132,Jerrick,Jerrick,True
1133,Jerrick,Jerrick,True
1134,Jerrick,Jerrick,True
1135,Jerrick,Jerrick,True
1136,Jerrick,Jerrick,True
1137,Jerrick,Jerrick,True
1138,Jerrick,Jerrick,True
1139,Jerrick,Jerrick,True
1140,Jeremy,Jerrick,False
1141,Jerrick,Jerrick,True
1142,Brad,Jerrick,False
1143,Jeremy,Jerrick,False
1144,Brad,Jerrick,False
1145,Jerrick,Jerrick,True
1146,Jerrick,Jerrick,True
1147,Jerrick,Jerrick,True
1148,Jeremy,Jerrick,False
1149,Jerrick,Jerrick,True
1150,Jerrick,Jerrick,True
1151,Jerrick,Jerrick,True
1152,Jerrick,Jerrick,True
1153,Jeremy,Jerrick,False
1154,Jerrick,Jerrick,True
1155,Jerrick,Jerrick,True
1156,Jerrick,Jerrick,True
1157,Jerrick,Jerrick,True
1158,Jerrick,Jerrick,True
1159,Jerrick,Jerrick,True
1160,Jerrick,Jerrick,True
1161,Jerrick,Jerrick,True
1162,Jerrick,Jerrick,True
1163,Jerrick,Jerrick,True
1164,Jerrick,Jerrick,True
1165,Jerrick,Jerrick,True
1166,Jerrick,Jerrick,True
1167,Brad,Jerrick,False
1168,Jerrick,Jerrick,True
1169,Brad,Jerrick,False
1170,Jerrick,Jerrick,True
1171,Jerrick,Jerrick,True
1172,Jerrick,Jerrick,True
1173,Jerrick,Jerrick,True
1174,Jerrick,Jerrick,True
1175,Jerrick,Jerrick,True
1176,Jerrick,Jerrick,True
1177,Jerrick,Jerrick,True
1178,Brad,Jerrick,False
1179,Jerrick,Jerrick,True
1180,Jerrick,Jerrick,True
1181,Jeremy,Jerrick,False
1182,Jerrick,Jerrick,True
1183,Jerrick,Jerrick,True
1184,Jerrick,Jerrick,True
1185,Jeremy,Jerrick,False
1186,Jerrick,Jerrick,True
1187,Jeremy,Jerrick,False
1188,Jerrick,Jerrick,True
1189,Brad,Jerrick,False
1190,Jerrick,Jerrick,True
1191,Jerrick,Jerrick,True
1192,Jerrick,Jerrick,True
1193,Jerrick,Jerrick,True
1194,Jerrick,Jerrick,True
1195,Jeremy,Jerrick,False
1196,Jerrick,Jerrick,True
1197,Jerrick,Jerrick,True
1198,Jerrick,Jerrick,True
1199,Jeremy,Jerrick,False
1200,Jerrick,Jerrick,True
1201,Jerrick,Jerrick,True
1202,Jerrick,Jerrick,True
1203,Jeremy,Jerrick,False
1204,Jerrick,Jerrick,True
1205,Jerrick,Jerrick,True
1206,Jerrick,Jerrick,True
1207,Jerrick,Jerrick,True
1208,Jerrick,Jerrick,True
1209,Jerrick,Jerrick,True
1210,Jerrick,Jerrick,True
1211,Jerrick,Jerrick,True
1212,Brad,Jerrick,False
1213,Jerrick,Jerrick,True
1214,Jerrick,Jerrick,True
1215,Jerrick,Jerrick,True
1216,Brad,Jerrick,False
1217,Jerrick,Jerrick,True
1218,Jeremy,Jerrick,False
1219,Jerrick,Jerrick,True
1220,Jerrick,Jerrick,True
1221,Jerrick,Jerrick,True
1222,Jerrick,Jerrick,True
1223,Jeremy,Jerrick,False
1224,Jerrick,Jerrick,True
1225,Jerrick,Jerrick,True
1226,Jerrick,Jerrick,True
1227,Jerrick,Jerrick,True
1228,Brad,Jerrick,False
1229,Jerrick,Jerrick,True
1230,Jerrick,Jerrick,True
1231,Jerrick,Jerrick,True
1232,Jerrick,Jerrick,True
1233,Jeremy,Jerrick,False
1234,Jerrick,Jerrick,True
1235,Jerrick,Jerrick,True
1236,Jerrick,Jerrick,True
1237,Jerrick,Jerrick,True
1238,Jerrick,Jerrick,True
1239,Jerrick,Jerrick,True
1240,Jerrick,Jerrick,True
1241,Jerrick,Jerrick,True
1242,Jerrick,Jerrick,True
1243,Jerrick,Jerrick,True
1244,Jeremy,Jerrick,False
1245,Jerrick,Jerrick,True
1246,Brad,Jerrick,False
1247,Jerrick,Jerrick,True
1248,Jeremy,Jerrick,False
1249,Brad,Jerrick,False
1250,Jeremy,Jerrick,False
1251,Jerrick,Jerrick,True
1252,Jerrick,Jerrick,True
1253,Jerrick,Jerrick,True
1254,Jeremy,Jerrick,False
1255,Jerrick,Jerrick,True
1256,Jerrick,Jerrick,True
1257,Jerrick,Jerrick,True
1258,Jerrick,Jerrick,True
1259,Jerrick,Jerrick,True
1260,Brad,Jerrick,False
1261,Brad,Jerrick,False
1262,Jeremy,Jerrick,False
1263,Jerrick,Jerrick,True
1264,Jeremy,Jerrick,False
1265,Jeremy,Jerrick,False
1266,Jerrick,Jerrick,True
1267,Jerrick,Jerrick,True
1268,Brad,Jerrick,False
1269,Jerrick,Jerrick,True
1270,Jeremy,Jerrick,False
1271,Jerrick,Jerrick,True
1272,Jerrick,Jerrick,True
1273,Jerrick,Jerrick,True
1274,Jeremy,Jerrick,False
1275,Jerrick,Jerrick,True
1276,Jerrick,Jerrick,True
1277,Jerrick,Jerrick,True
1278,Jeremy,Jerrick,False
1279,Jerrick,Jerrick,True
1280,Jeremy,Jerrick,False
1281,Jerrick,Jerrick,True
1282,Jerrick,Jerrick,True
1283,Jerrick,Jerrick,True
1284,Jerrick,Jerrick,True
1285,Jerrick,Jerrick,True
1286,Jerrick,Jerrick,True
1287,Jerrick,Jerrick,True
1288,Jerrick,Jerrick,True
1289,Brad,Jerrick,False
1290,Jerrick,Jerrick,True
1291,Jeremy,Jerrick,False
1292,Jerrick,Jerrick,True
1293,Jerrick,Jerrick,True
1294,Brad,Jerrick,False
1295,Jerrick,Jerrick,True
1296,Jerrick,Jerrick,True
1297,Jerrick,Jerrick,True
1298,Jerrick,Jerrick,True
1299,Jerrick,Jerrick,True
1300,Jerrick,Jerrick,True
1301,Jerrick,Jerrick,True
1302,Jerrick,Jerrick,True
1303,Jerrick,Jerrick,True
1304,Jerrick,Jerrick,True
1305,Jerrick,Jerrick,True
